"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"53","235.59785990718746","302.32020539206695","0.0064697265625","0.010498046875","0.00244140625","2584","0.00019598747336261279","32","0.00019598747336261279","0","0.00019598747336261279","0.00019598747336261279","39:0.001634634547229008;52:0.003633192535483526;54:0.0011741179360683918","39:88;52:88;54:88","39:0.001464162924121909;54:0.00121913075563293","0.0064697265625","0.00634765625","Yes"
"54","297.1338920963891","443.9097772280359","0.0008544921875","0.0009765625","0.000732421875","2584","0.00032441741869503635","32","0.00032441741869503635","0","0.00032441741869503635","0.00032441741869503635","53:0.0011741179360683918;55:0.002549497371630377","53:88;55:88","53:0.00121913075563293;55:0.0015552534441215515","0.0008544921875","0.00146484375","Yes"
"55","190.554041748094","256.80396063462524","0.0029296875","0.004150390625","0.001708984375","2584","0.00017088143686965244","32","0.00017088143686965244","0","0.00017088143686965244","0.00017088143686965244","59:0.00146825846046722;54:0.002549497371630377","59:88;54:88","59:0.0009783969144861737;54:0.0015552534441215515","0.0029296875","0.00244140625","Yes"
"56","323.6150911029119","467.8732092673434","0.0150146484375","0.02294921875","0.007080078125","2584","0.00015786603524887033","32","0.00015786603524887033","0","0.00015786603524887033","0.00015786603524887033","43:0.007641671466575323","63:88;43:88","43:0.008777810806700509","0.0150146484375","0.00537109375","Yes"
"57","99.41437288634768","149.06919798907438","0.006591796875","0.01318359375","0","2584","0.00021957542550734964","32","0.00021957542550734964","0","0.00021957542550734964","0.00021957542550734964","47:0.020135318199967556;67:0.007436431708080504","47:88;67:88","47:0.015560156190393054;67:0.024914323732773885","0.006591796875","0.00927734375","Yes"
"58","309.04492569611546","282.60707514798963","0.0018310546875","0.00341796875","0.000244140625","2584","0.000224271057879968","32","0.000224271057879968","0","0.000224271057879968","0.000224271057879968","71:0.0011813356950425569;51:0.002444812228501181","71:88;51:88","71:0.0012146314515398826;51:0.0024831832488740047","0.0018310546875","0.001708984375","Yes"
"59","120.69748508195752","151.0688174170471","0.003173828125","0.006103515625","0.000244140625","2584","0.0007517684742611901","32","0.0007517684742611901","0","0.0007517684742611901","0.0007517684742611901","55:0.00146825846046722;75:0.0024036636745143336","55:88;75:88","55:0.0009783969144861737;75:0.0018776375420339886","0.003173828125","0.00146484375","Yes"
"60","312.89337003959434","468.22611465873223","0.003173828125","0.00439453125","0.001953125","2584","0.00014941453920337463","32","0.00014941453920337463","0","0.00014941453920337463","0.00014941453920337463","61:0.00216616846663073","61:88","61:0.0023029082747439422","0.003173828125","0.001708984375","Yes"
"61","303.19055467109837","331.5005713415498","0.00341796875","0.005859375","0.00146484375","2584","0.00009935975367203442","32","0.00009935975367203442","0","0.00009935975367203442","0.00009935975367203442","76:0.001735455294563426;60:0.00216616846663073;62:0.0019994800027666737","76:88;60:88;62:88","76:0.0025762018292472544;60:0.0023029082747439422;62:0.002724626464087665","0.00341796875","0.010009765625","Yes"
"62","254.5793871646498","348.7375080956021","0.0028076171875","0.004150390625","0.00146484375","2584","0.00023334595896620132","32","0.00023334595896620132","0","0.00023334595896620132","0.00023334595896620132","61:0.0019994800027666737;63:0.0009928449609861167","61:88;63:88","61:0.002724626464087665;63:0.0011986634887338754","0.0028076171875","0.001220703125","Yes"
"63","259.02646248832355","393.23861094280994","0.003173828125","0.004150390625","0.002197265625","2584","0.0001646754533159413","32","0.0001646754533159413","0","0.0001646754533159413","0.0001646754533159413","62:0.0009928449609861167;64:0.0011703359856258255","56:88;62:88;64:88","62:0.0011986634887338754;64:0.0015331255182991221","0.003173828125","0.003173828125","Yes"
"64","130.9005768948018","181.98688622846404","0.003173828125","0.00439453125","0.001953125","2584","0.00015329331219667057","32","0.00015329331219667057","0","0.00015329331219667057","0.00015329331219667057","65:0.0015245919616131698;63:0.0011703359856258255","65:88;63:88","65:0.0016723424149412136;63:0.0015331255182991221","0.003173828125","0.002685546875","Yes"
"65","202.9462991727818","240.0646424587193","0.002685546875","0.00439453125","0.0009765625","2584","0.00039908495851354736","32","0.00039908495851354736","0","0.00039908495851354736","0.00039908495851354736","64:0.0015245919616131698;66:0.0012274346865130958;77:0.0017976783647045413","64:88;66:88;77:88","64:0.0016723424149412136;66:0.001772404295490304;77:0.0017177817353383196","0.002685546875","0.00390625","Yes"
"66","271.84439382706614","278.4092793735376","0.002197265625","0.00146484375","0.0029296875","2584","0.00021786186613703164","32","0.00021786186613703164","0","0.00021786186613703164","0.00021786186613703164","65:0.0012274346865130958;67:0.0010122706437478146","65:88;67:88","65:0.001772404295490304;67:0.000923755409031779","0.002197265625","0.002197265625","Yes"
"67","184.128053964046","201.74044768278526","0.0035400390625","0.00390625","0.003173828125","2584","0.00014434037007126033","32","0.00014434037007126033","0","0.00014434037007126033","0.00014434037007126033","68:0.0014874084935578291;57:0.007436431708080504;66:0.0010122706437478146","68:88;57:88;66:88","68:0.0014215656921740538;57:0.024914323732773885;66:0.000923755409031779","0.0035400390625","0.0029296875","Yes"
"68","290.393351419264","181.57186916037506","0.0025634765625","0.003662109375","0.00146484375","2584","0.00031386253996565296","32","0.00031386253996565296","0","0.00031386253996565296","0.00031386253996565296","67:0.0014874084935578291;69:0.0023765041562853473","67:88;69:88","67:0.0014215656921740538;69:0.0036615433735778524","0.0025634765625","0.002685546875","Yes"
"69","272.4141944112032","175.49550138652498","0.007568359375","0.006103515625","0.009033203125","2584","0.0002318528887294964","32","0.0002318528887294964","0","0.0002318528887294964","0.0002318528887294964","78:0.001325849911126581;68:0.0023765041562853473;70:0.0020644572539730843","78:88;68:88;70:88","78:0.0010804191532883256;68:0.0036615433735778524;70:0.0016896099533999787","0.007568359375","0.004638671875","Yes"
"70","97.33303404106158","93.32739707087333","0.0045166015625","0.008056640625","0.0009765625","2584","0.0004994476968752318","32","0.0004994476968752318","0","0.0004994476968752318","0.0004994476968752318","69:0.0020644572539730843;71:0.004081750476842894","69:88;71:88","69:0.0016896099533999787;71:0.002863231644134462","0.0045166015625","0.001953125","Yes"
